Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13844394,WGS,302,8761068924,PRJNA705895,SAMN18106081,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2901588178,SINAI HOSPITAL OF BALTIMORE,2017-03-21,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",human stool,not applicable,not applicable,SRX10222819,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.S,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:15:00Z,1,SH-S-74,SRP309077
SRR13844395,WGS,302,10267501096,PRJNA705895,SAMN18106080,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3400381739,SINAI HOSPITAL OF BALTIMORE,2017-05-31,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222818,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.I.7.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:08:00Z,1,SH-S-73,SRP309077
SRR13844396,WGS,302,10699406396,PRJNA705895,SAMN18106079,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3548714594,SINAI HOSPITAL OF BALTIMORE,2016-10-21,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222817,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.R.replicate2,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:22:00Z,1,SH-S-72,SRP309077
SRR13844397,WGS,302,6584792598,PRJNA705895,SAMN18106078,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2199561994,SINAI HOSPITAL OF BALTIMORE,2016-09-08,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",human stool,not applicable,not applicable,SRX10222816,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.R.replicate1,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:04:00Z,1,SH-S-71,SRP309077
SRR13844398,WGS,300,6362166000,PRJNA705895,SAMN18106015,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1930004345,SINAI HOSPITAL OF BALTIMORE,2013-03-28,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222815,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.C.2.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:00:00Z,1,SH-S-08,SRP309077
SRR13844399,WGS,302,10527062546,PRJNA705895,SAMN18106077,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3521445982,SINAI HOSPITAL OF BALTIMORE,2016-10-21,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",human stool,not applicable,not applicable,SRX10222814,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.R.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:10:00Z,1,SH-S-70,SRP309077
SRR13844400,WGS,302,8295609914,PRJNA705895,SAMN18106076,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2769562675,SINAI HOSPITAL OF BALTIMORE,2016-09-08,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222813,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.R,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:15:00Z,1,SH-S-69,SRP309077
SRR13844401,WGS,302,18198236120,PRJNA705895,SAMN18106075,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6094849640,SINAI HOSPITAL OF BALTIMORE,2015-08-04,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222812,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.Q,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T17:37:00Z,1,SH-S-68,SRP309077
SRR13844402,WGS,302,10588908824,PRJNA705895,SAMN18106074,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3512829615,SINAI HOSPITAL OF BALTIMORE,2016-05-23,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",human stool,not applicable,not applicable,SRX10222811,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.Q.9.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:17:00Z,1,SH-S-67,SRP309077
SRR13844403,WGS,302,9691452102,PRJNA705895,SAMN18106073,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3231773232,SINAI HOSPITAL OF BALTIMORE,2015-08-03,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222810,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.Q,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:10:00Z,1,SH-S-66,SRP309077
SRR13844404,WGS,302,7096066820,PRJNA705895,SAMN18106072,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2359775507,SINAI HOSPITAL OF BALTIMORE,2014-08-21,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222809,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.P,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:12:00Z,1,SH-S-65,SRP309077
SRR13844405,WGS,302,11745182566,PRJNA705895,SAMN18106071,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3871535760,SINAI HOSPITAL OF BALTIMORE,2014-09-21,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",human stool,not applicable,not applicable,SRX10222808,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.P.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:16:00Z,1,SH-S-64,SRP309077
SRR13844406,WGS,302,10296597588,PRJNA705895,SAMN18106070,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3396518486,SINAI HOSPITAL OF BALTIMORE,2014-08-21,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",human stool,not applicable,not applicable,SRX10222807,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.P,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:16:00Z,1,SH-S-63,SRP309077
SRR13844407,WGS,302,10691083578,PRJNA705895,SAMN18106069,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3542812616,SINAI HOSPITAL OF BALTIMORE,2012-11-02,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",human stool,not applicable,not applicable,SRX10222806,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.O.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:13:00Z,1,SH-S-62,SRP309077
SRR13844408,WGS,302,9968138160,PRJNA705895,SAMN18106068,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3282063285,SINAI HOSPITAL OF BALTIMORE,2012-10-25,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222805,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.O.0.75.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:30:00Z,1,SH-S-61,SRP309077
SRR13844409,WGS,300,6817410900,PRJNA705895,SAMN18106014,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2056967253,SINAI HOSPITAL OF BALTIMORE,2013-01-28,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222804,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.C,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:05:00Z,1,SH-S-07,SRP309077
SRR13844410,WGS,302,10089521624,PRJNA705895,SAMN18106067,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3334453362,SINAI HOSPITAL OF BALTIMORE,2012-10-18,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222803,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.O.0.5.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:08:00Z,1,SH-S-60,SRP309077
SRR13844411,WGS,302,9858953382,PRJNA705895,SAMN18106066,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3255474706,SINAI HOSPITAL OF BALTIMORE,2012-10-11,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222802,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.O.0.25.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:03:00Z,1,SH-S-59,SRP309077
SRR13844412,WGS,302,10459648898,PRJNA705895,SAMN18106065,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3441579134,SINAI HOSPITAL OF BALTIMORE,2012-10-04,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222801,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.O.0.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:05:00Z,1,SH-S-58,SRP309077
SRR13844413,WGS,302,9053245770,PRJNA705895,SAMN18106064,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2981147198,SINAI HOSPITAL OF BALTIMORE,2012-11-02,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",human stool,not applicable,not applicable,SRX10222800,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.O.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T14:01:00Z,1,SH-S-57,SRP309077
SRR13844414,WGS,302,9185116788,PRJNA705895,SAMN18106063,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3043879187,SINAI HOSPITAL OF BALTIMORE,2012-10-25,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222799,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.O.0.75.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:26:00Z,1,SH-S-56,SRP309077
SRR13844415,WGS,302,6680157856,PRJNA705895,SAMN18106062,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2255659515,SINAI HOSPITAL OF BALTIMORE,2012-10-18,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222798,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.O.0.5.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:04:00Z,1,SH-S-55,SRP309077
SRR13844416,WGS,302,8652768100,PRJNA705895,SAMN18106061,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2909157286,SINAI HOSPITAL OF BALTIMORE,2012-10-11,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222797,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.O.0.25.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:06:00Z,1,SH-S-54,SRP309077
SRR13844417,WGS,302,9829388186,PRJNA705895,SAMN18106060,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3318244783,SINAI HOSPITAL OF BALTIMORE,2012-10-04,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222796,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.O,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:24:00Z,1,SH-S-53,SRP309077
SRR13844418,WGS,302,8195617714,PRJNA705895,SAMN18106059,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2780042289,SINAI HOSPITAL OF BALTIMORE,2012-09-06,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",human stool,not applicable,not applicable,SRX10222795,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.N,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:06:00Z,1,SH-S-52,SRP309077
SRR13844419,WGS,302,7904261704,PRJNA705895,SAMN18106058,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2643625631,SINAI HOSPITAL OF BALTIMORE,2012-09-13,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222794,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.N.0.25.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:18:00Z,1,SH-S-51,SRP309077
SRR13844420,WGS,300,6459145800,PRJNA705895,SAMN18106013,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1974114034,SINAI HOSPITAL OF BALTIMORE,2012-06-14,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222793,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.B,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:02:00Z,1,SH-S-06,SRP309077
SRR13844421,WGS,302,9008148714,PRJNA705895,SAMN18106057,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3003747940,SINAI HOSPITAL OF BALTIMORE,2012-09-06,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222792,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.N,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:07:00Z,1,SH-S-50,SRP309077
SRR13844422,WGS,302,7794215320,PRJNA705895,SAMN18106056,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2599451656,SINAI HOSPITAL OF BALTIMORE,2012-05-24,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222791,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.M,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:09:00Z,1,SH-S-49,SRP309077
SRR13844423,WGS,302,8090601442,PRJNA705895,SAMN18106055,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2690490566,SINAI HOSPITAL OF BALTIMORE,2012-08-07,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222790,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.M.2.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:19:00Z,1,SH-S-48,SRP309077
SRR13844424,WGS,302,8957306410,PRJNA705895,SAMN18106054,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2980297407,SINAI HOSPITAL OF BALTIMORE,2012-07-08,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222789,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.M.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:12:00Z,1,SH-S-47,SRP309077
SRR13844425,WGS,302,9956936074,PRJNA705895,SAMN18106053,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3354840593,SINAI HOSPITAL OF BALTIMORE,2012-05-24,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222788,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.M,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:16:00Z,1,SH-S-46,SRP309077
SRR13844426,WGS,302,11607171888,PRJNA705895,SAMN18106052,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3833315825,SINAI HOSPITAL OF BALTIMORE,2012-05-17,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222787,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.L,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:26:00Z,1,SH-S-45,SRP309077
SRR13844427,WGS,302,6702380224,PRJNA705895,SAMN18106051,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2242051467,SINAI HOSPITAL OF BALTIMORE,2012-10-17,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222786,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.L.5.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:19:00Z,1,SH-S-44,SRP309077
SRR13844428,WGS,302,8919906126,PRJNA705895,SAMN18106050,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2973923228,SINAI HOSPITAL OF BALTIMORE,2012-06-17,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222785,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.L.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:08:00Z,1,SH-S-43,SRP309077
SRR13844429,WGS,302,9092982628,PRJNA705895,SAMN18106049,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3009889140,SINAI HOSPITAL OF BALTIMORE,2012-05-17,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222784,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PreFMT.L,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:31:00Z,1,SH-S-42,SRP309077
SRR13844430,WGS,302,7814594582,PRJNA705895,SAMN18106048,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2585476444,SINAI HOSPITAL OF BALTIMORE,2012-03-23,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",human stool,not applicable,not applicable,SRX10222783,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.K.4.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:19:00Z,1,SH-S-41,SRP309077
SRR13844431,WGS,300,7390096200,PRJNA705895,SAMN18106012,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2269731722,SINAI HOSPITAL OF BALTIMORE,2012-10-14,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222782,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.B.4.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:21:00Z,1,SH-S-05,SRP309077
SRR13844432,WGS,302,11466140304,PRJNA705895,SAMN18106047,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3842480134,SINAI HOSPITAL OF BALTIMORE,2012-01-20,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222781,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.K.2.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:34:00Z,1,SH-S-40,SRP309077
SRR13844433,WGS,302,10406899162,PRJNA705895,SAMN18106046,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3458916179,SINAI HOSPITAL OF BALTIMORE,2011-12-09,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human stool,not applicable,not applicable,SRX10222780,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.K.1.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:24:00Z,1,SH-S-39,SRP309077
SRR13844434,WGS,302,10546529466,PRJNA705895,SAMN18106045,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3529432931,SINAI HOSPITAL OF BALTIMORE,2011-11-02,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222779,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,Donor.K.0.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:25:00Z,1,SH-S-38,SRP309077
SRR13844435,WGS,302,12471078222,PRJNA705895,SAMN18106044,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4103350261,SINAI HOSPITAL OF BALTIMORE,2012-03-23,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",human stool,not applicable,not applicable,SRX10222778,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.K.4.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:41:00Z,1,SH-S-37,SRP309077
SRR13844436,WGS,302,10172927380,PRJNA705895,SAMN18106043,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3402181400,SINAI HOSPITAL OF BALTIMORE,2012-02-27,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",human stool,not applicable,not applicable,SRX10222777,USA,North America,"USA: Baltimore\, MD",Homo sapiens,Illumina NovaSeq 6000,stool,39.29 N 76.61 W,PostFMT.K.3.month,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2021-05-29T00:00:00Z,2021-03-03T13:39:00Z,1,SH-S-36,SRP309077
